COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO,ID ZONA,ID ZONA PADRE ACTUAL,ID ZONA PADRE MOVIMIENTO,NOMBRE OFICINA,ID ZONA,NOMBRE ACTUAL ZONA,NOMBRE ZONA NUEVO,ACTUAL NOMBRE DISTRITO,NUEVO  NOMBRE DISTRITO,ID ZONA,NOMBRE DIRECCION ACTUAL,NOMBRE NUEVA DIRECCION 
1011,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1011  ,-,,,,,,,G. PREFERENTE 1011  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1012,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1012  ,-,,,,,,,G. PREFERENTE 1012  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1013,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1013  ,-,,,,,,,G. PREFERENTE 1013  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1014,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1014  ,-,,,,,,,G. PREFERENTE 1014  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1015,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1015  ,-,,,,,,,G. PREFERENTE 1015  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1016,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1016  ,-,,,,,,,G. PREFERENTE 1016  ,, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,,,,,
1021,37,-,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 38 ,-,,,,1815,2102,2103,GERENCIA PREMIUM 38 ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,,,,,
1022,37,-,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 39 ,-,,,,1814,2102,2103,GERENCIA PREMIUM 39 ,, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,,,,,
1023,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 43 ,-,,,,,,,GERENCIA PREMIUM 43 ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1026,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 46 ,-,,,,,,,GERENCIA PREMIUM 46 ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1027,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 47 ,-,,,,,,,GERENCIA PREMIUM 47 ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1028,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 48     ,-,,,,2012,2107,2107,GCIA PREMIUM 48     ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
1029,37,-,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 49     ,-,,,,2013,2107,2107,GCIA PREMIUM 49     ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
1046,37,-,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 58,-,,,,3336,2107,2107,GERENCIA PREMIUM 58,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
1047,37,-,002,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 59,-,,,,,,,GERENCIA PREMIUM 59,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
1048,37,-,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 60,-,,,,3352,2103,2104,GERENCIA PREMIUM 60,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1049,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 61,-,,,,,,,GERENCIA PREMIUM 61,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1050,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 62,-,,,,,,,GERENCIA PREMIUM 62,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1051,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 51 ,-,,,,,,,GERENCIA PREMIUM 51 ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1052,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 52 ,-,,,,,,,GERENCIA PREMIUM 52 ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1053,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 53 ,-,,,,,,,GERENCIA PREMIUM 53 ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1054,37,-,005,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 54 ,-,,,,,,,GERENCIA PREMIUM 54 ,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1056,37,-,006,-,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GCIA PREMIUM 55     ,-,,,,,,,GCIA PREMIUM 55     ,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1057,37,-,006,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 56,-,,,,,,,GERENCIA PREMIUM 56,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1058,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 57,-,,,,,,,GERENCIA PREMIUM 57,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1059,37,-,005,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 63,-,,,,,,,GERENCIA PREMIUM 63,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1060,37,-,005,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 64,-,,,,,,,GERENCIA PREMIUM 64,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1061,37,-,005,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 65,-,,,,,,,GERENCIA PREMIUM 65,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1062,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 66,-,,,,,,,GERENCIA PREMIUM 66,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1064,37,-,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 67,-,,,,3341,2107,2107,GERENCIA PREMIUM 67,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
1071,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 68,-,,,,,,,GERENCIA PREMIUM 68,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1072,37,-,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 69,-,,,,3343,2103,2104,GERENCIA PREMIUM 69,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1073,37,-,002,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 70,-,,,,,,,GERENCIA PREMIUM 70,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
1075,37,-,002,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 71,-,,,,,,,GERENCIA PREMIUM 71,, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,,,,,
1076,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 72,-,,,,,,,GERENCIA PREMIUM 72,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1077,37,-,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 73,-,,,,3347,2103,2104,GERENCIA PREMIUM 73,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1078,37,-,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 74,-,,,,3348,2103,2104,GERENCIA PREMIUM 74,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1079,37,-,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 75,-,,,,3349,2105,2104,GERENCIA PREMIUM 75,, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,,,,,
1080,37,-,006,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 76,-,,,,,,,GERENCIA PREMIUM 76,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1087,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1087  ,-,,,,,,,G. PREFERENTE 1087  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1088,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1088  ,-,,,,,,,G. PREFERENTE 1088  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1089,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1089  ,-,,,,,,,G. PREFERENTE 1089  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1090,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1090  ,-,,,,,,,G. PREFERENTE 1090  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1091,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1091  ,-,,,,,,,G. PREFERENTE 1091  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1092,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1092  ,-,,,,,,,G. PREFERENTE 1092  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1093,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1093  ,-,,,,,,,G. PREFERENTE 1093  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1094,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1094  ,-,,,,,,,G. PREFERENTE 1094  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1095,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1095  ,-,,,,,,,G. PREFERENTE 1095  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1096,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1096  ,-,,,,,,,G. PREFERENTE 1096  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1097,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1097  ,-,,,,,,,G. PREFERENTE 1097  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1098,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1098  ,-,,,,,,,G. PREFERENTE 1098  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1099,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1099  ,-,,,,,,,G. PREFERENTE 1099  ,, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,,,,,
1100,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1100  ,-,,,,,,,G. PREFERENTE 1100  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1101,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1101  ,-,,,,,,,G. PREFERENTE 1101  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1102,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1102  ,-,,,,,,,G. PREFERENTE 1102  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1103,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1103  ,-,,,,,,,G. PREFERENTE 1103  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1104,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1104  ,-,,,,,,,G. PREFERENTE 1104  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1105,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1105  ,-,,,,,,,G. PREFERENTE 1105  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1106,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1106  ,-,,,,,,,G. PREFERENTE 1106  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1107,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1107  ,-,,,,,,,G. PREFERENTE 1107  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1108,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1108  ,-,,,,,,,G. PREFERENTE 1108  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1109,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1109  ,-,,,,,,,G. PREFERENTE 1109  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1110,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1110  ,-,,,,,,,G. PREFERENTE 1110  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1111,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1111  ,-,,,,,,,G. PREFERENTE 1111  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1112,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1112  ,-,,,,,,,G. PREFERENTE 1112  ,, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,,,,,
1113,37,-,006,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 77,-,,,,,,,GERENCIA PREMIUM 77,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1114,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 78,-,,,,,,,GERENCIA PREMIUM 78,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1115,37,-,006,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 79,-,,,,,,,GERENCIA PREMIUM 79,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1116,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 80,-,,,,,,,GERENCIA PREMIUM 80,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1118,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 81,-,,,,,,,GERENCIA PREMIUM 81,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1119,37,-,001,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 82,-,,,,,,,GERENCIA PREMIUM 82,, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,,,,,
1120,37,-,001,002,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 83,-,,,,3363,2102,2103,GERENCIA PREMIUM 83,, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,,,,,
1121,37,-,001,002,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 84,-,,,,3364,2102,2103,GERENCIA PREMIUM 84,, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,,,,,
1122,37,-,006,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 85,-,,,,,,,GERENCIA PREMIUM 85,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1123,37,-,006,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 86,-,,,,,,,GERENCIA PREMIUM 86,, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,,,,,
1124,37,-,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 87,-,,,,3367,2107,2107,GERENCIA PREMIUM 87,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
1130,37,-,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 88,-,,,,3368,2107,2107,GERENCIA PREMIUM 88,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
1135,37,-,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 89,-,,,,3369,2107,2107,GERENCIA PREMIUM 89,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,,,,,
1137,37,-,005,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 90,-,,,,,,,GERENCIA PREMIUM 90,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1138,37,-,005,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 91,-,,,,,,,GERENCIA PREMIUM 91,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1139,37,-,005,-,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 92,-,,,,,,,GERENCIA PREMIUM 92,, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,,,,,
1259,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1259  ,-,,,,,,,G. PREFERENTE 1259  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1260,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1260  ,-,,,,,,,G. PREFERENTE 1260  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1261,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1261  ,-,,,,,,,G. PREFERENTE 1261  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1262,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1262  ,-,,,,,,,G. PREFERENTE 1262  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1263,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1263  ,-,,,,,,,G. PREFERENTE 1263  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1264,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1264  ,-,,,,,,,G. PREFERENTE 1264  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
1265,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1265  ,-,,,,,,,G. PREFERENTE 1265  ,, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,,,,,
