COD OFICINA,ACTUAL COD REGION COMERCIAL,NUEVO COD REGION COMERCIAL,ACTUAL COD ZONA COMERCIAL,NUEVO COD ZONA COMERCIAL,ACTUAL NOMBRE REGION COMERCIAL,NUEVO NOMBRE REGION COMERCIAL,ACTUAL NOMBRE ZONA COMERCIAL,NUEVO NOMBRE ZONA COMERCIAL,Actual Nombre oficina,NUEVO NOMBRE OFICINA,NOMBRE GERENCIA/AREA,NOMBRE DISTRITO ACTUAL,NOMBRE NUEVO DISTRITO
0978,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENTE PREMIUM 11  ,No Aplica,,,
0980,04,,007,003,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE,URABA-MPIOS ANTIOQ  ,GZ MUNICIPOS DE ANTIOQUIA,SAN PEDRO DE LOS MIL,No Aplica,,,
0981,04,,004,002,ANT-OCC-TOLIMA      ,DIRECCION ANTIOQUIA Y EJE, QUINDIO-CHOCO       ,GZ EJE CAFETERO,CENT COMER UNIC ARME,No Aplica,,,
0985,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,PREMIUM CABECERA    ,No Aplica,,,
0986,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 12 ,No Aplica,,,
0987,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 13 ,No Aplica,,,
0992,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENTE PREMIUM 14  ,No Aplica,,,
0993,08,,001,005,CENTRAL             ,DIRECCION CENTRAL, BOYACA              ,GZ TERRITORIOS ORIENTE COLOMBIANO,VILLANUEVA          ,No Aplica,,,
1004,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1004  ,No Aplica,,,
1005,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1005  ,No Aplica,,,
1006,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1006  ,No Aplica,,,
1007,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1007  ,No Aplica,,,
1008,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1008  ,No Aplica,,,
1009,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1009  ,No Aplica,,,
1010,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1010  ,No Aplica,,,
1011,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1011  ,No Aplica,,,
1012,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1012  ,No Aplica,,,
1013,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1013  ,No Aplica,,,
1014,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1014  ,No Aplica,,,
1015,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1015  ,No Aplica,,,
1016,41,42,001,004,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 1 ,GZ PREFERENTE BTA 1,G. PREFERENTE 1016  ,No Aplica,,,
1021,37,,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 38 ,No Aplica,,,
1022,37,,001,002,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 39 ,No Aplica,,,
1023,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 43 ,No Aplica,,,
1026,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 46 ,No Aplica,,,
1027,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 47 ,No Aplica,,,
1028,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 48     ,No Aplica,,,
1029,37,,005,007,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GCIA PREMIUM 49     ,No Aplica,,,
1046,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 58,No Aplica,,,
1047,37,,002,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 59,No Aplica,,,
1048,37,,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 60,No Aplica,,,
1049,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 61,No Aplica,,,
1050,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 62,No Aplica,,,
1051,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 51 ,No Aplica,,,
1052,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 52 ,No Aplica,,,
1053,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 53 ,No Aplica,,,
1054,37,,005,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 54 ,No Aplica,,,
1056,37,,006,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GCIA PREMIUM 55     ,No Aplica,,,
1057,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 56,No Aplica,,,
1058,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 57,No Aplica,,,
1059,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 63,No Aplica,,,
1060,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 64,No Aplica,,,
1061,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 65,No Aplica,,,
1062,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 66,No Aplica,,,
1064,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 67,No Aplica,,,
1071,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 68,No Aplica,,,
1072,37,,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 69,No Aplica,,,
1073,37,,002,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 70,No Aplica,,,
1075,37,,002,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 71,No Aplica,,,
1076,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 72,No Aplica,,,
1077,37,,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 73,No Aplica,,,
1078,37,,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 74,No Aplica,,,
1079,37,,002,004,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 3,GERENCIA PREMIUM 75,No Aplica,,,
1080,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 76,No Aplica,,,
1087,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1087  ,No Aplica,,,
1088,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1088  ,No Aplica,,,
1089,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1089  ,No Aplica,,,
1090,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1090  ,No Aplica,,,
1091,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1091  ,No Aplica,,,
1092,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1092  ,No Aplica,,,
1093,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1093  ,No Aplica,,,
1094,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1094  ,No Aplica,,,
1095,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1095  ,No Aplica,,,
1096,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1096  ,No Aplica,,,
1097,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1097  ,No Aplica,,,
1098,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1098  ,No Aplica,,,
1099,41,42,002,005,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 2 ,GZ PREFERENTE BTA 2,G. PREFERENTE 1099  ,No Aplica,,,
1100,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1100  ,No Aplica,,,
1101,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1101  ,No Aplica,,,
1102,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1102  ,No Aplica,,,
1103,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1103  ,No Aplica,,,
1104,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1104  ,No Aplica,,,
1105,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1105  ,No Aplica,,,
1106,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1106  ,No Aplica,,,
1107,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1107  ,No Aplica,,,
1108,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1108  ,No Aplica,,,
1109,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1109  ,No Aplica,,,
1110,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1110  ,No Aplica,,,
1111,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1111  ,No Aplica,,,
1112,41,42,003,006,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 3 ,GZ PREFERENTE BTA 3,G. PREFERENTE 1112  ,No Aplica,,,
1113,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 77,No Aplica,,,
1114,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 78,No Aplica,,,
1115,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 79,No Aplica,,,
1116,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 80,No Aplica,,,
1118,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 81,No Aplica,,,
1119,37,,001,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 1,GERENCIA PREMIUM 82,No Aplica,,,
1120,37,,001,002,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 83,No Aplica,,,
1121,37,,001,002,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM BTA 1    ,GZ PREMIUM BTA 2,GERENCIA PREMIUM 84,No Aplica,,,
1122,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 85,No Aplica,,,
1123,37,,006,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM NORORIENTE  ,GZ PREMIUM NORORIENTE,GERENCIA PREMIUM 86,No Aplica,,,
1124,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 87,No Aplica,,,
1130,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 88,No Aplica,,,
1135,37,,005,007,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM OCCIDENTE,GERENCIA PREMIUM 89,No Aplica,,,
1137,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 90,No Aplica,,,
1138,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 91,No Aplica,,,
1139,37,,005,,BANCA PREMIUM       ,DIRECCION BANCA PREMIUM, PREMIUM ANTQ-OCCIDE ,GZ PREMIUM ANTQ-EJECAF,GERENCIA PREMIUM 92,No Aplica,,,
1259,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1259  ,No Aplica,,,
1260,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1260  ,No Aplica,,,
1261,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1261  ,No Aplica,,,
1262,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1262  ,No Aplica,,,
1263,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1263  ,No Aplica,,,
1264,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1264  ,No Aplica,,,
1265,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1265  ,No Aplica,,,
1266,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1266  ,No Aplica,,,
1267,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1267  ,No Aplica,,,
1268,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1268  ,No Aplica,,,
1269,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1269  ,No Aplica,,,
1270,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1270  ,No Aplica,,,
1271,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1271  ,No Aplica,,,
1272,41,42,004,007,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 4 ,GZ PREFERENTE BTA 4,G. PREFERENTE 1272  ,No Aplica,,,
1273,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1273  ,No Aplica,,,
1274,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1274  ,No Aplica,,,
1275,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1275  ,No Aplica,,,
1276,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1276  ,No Aplica,,,
1277,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1277  ,No Aplica,,,
1278,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1278  ,No Aplica,,,
1279,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1279  ,No Aplica,,,
1280,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1280  ,No Aplica,,,
1281,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1281  ,No Aplica,,,
1282,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1282  ,No Aplica,,,
1283,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1283  ,No Aplica,,,
1284,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1284  ,No Aplica,,,
1285,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1285  ,No Aplica,,,
1286,41,42,005,008,DIR PREFERENTE      ,DIRECCION CAPITAL, Z. PREFERENTE BTA 5 ,GZ PREFERENTE BTA 5,G. PREFERENTE 1286  ,No Aplica,,,
1342,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1342  ,No Aplica,,,
1343,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1343  ,No Aplica,,,
1344,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1344  ,No Aplica,,,
1345,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1345  ,No Aplica,,,
1346,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1346  ,No Aplica,,,
1347,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1347  ,No Aplica,,,
1348,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1348  ,No Aplica,,,
1349,41,,006,008,DIR PREFERENTE      ,DIRECCION ORIENTE, Z.PREFERENTE BMANGA ,GZ BUCARAMANGA,G. PREFERENTE 1349  ,No Aplica,,,
1350,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE, Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1350  ,No Aplica,,,
1351,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1351  ,No Aplica,,,
1352,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1352  ,No Aplica,,,
1353,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1353  ,No Aplica,,,
1354,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1354  ,No Aplica,,,
1355,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1355  ,No Aplica,,,
1356,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1356  ,No Aplica,,,
1357,41,06,007,004,DIR PREFERENTE      ,DIRECCION CARIBE,Z.PREFERENTE BQUILLA,GZ PREFERENTE B/QUILLA C/GENA Y STA MTA,G. PREFERENTE 1357  ,No Aplica,,,
1555,37,,002,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 1   ,No Aplica,,,
1559,37,,002,,DIR BANCA PREMIUM   ,DIRECCION BANCA PREMIUM, PREMIUM BTA 2    ,GZ PREMIUM BTA 2,GERENTE PREMIUM 2   ,No Aplica,,,
